pickup_ts,PULocationID,payment_type,trip_distance,fare_amount,tip_amount,total_amount,trip_duration_min,avg_speed_mph,fare_per_mile,tip_pct,anomaly
2024-01-01 00:08:50,43,1,6.29,29.6,5.0,39.6,24.02,15.71,4.71,0.169,False
2024-01-01 00:53:42,138,1,11.82,50.6,8.0,67.85,29.57,23.99,4.28,0.158,False
2024-01-01 00:09:24,113,1,1.9,14.2,3.0,22.2,13.57,8.4,7.47,0.211,False
2024-01-01 00:40:58,234,1,1.6,16.3,4.25,25.55,17.45,5.5,10.19,0.261,False
2024-01-01 00:59:45,211,1,1.0,7.2,3.0,15.2,5.4,11.11,7.2,0.417,False
2024-01-01 00:37:28,107,1,1.34,12.1,3.42,20.52,11.03,7.29,9.03,0.283,False
2024-01-01 00:54:54,161,1,1.18,8.6,2.72,16.32,6.05,11.7,7.29,0.316,False
2024-01-01 00:18:05,237,1,0.55,5.8,2.16,12.96,4.27,7.73,10.55,0.372,False
2024-01-01 00:24:34,141,1,2.03,13.5,2.78,21.28,12.05,10.11,6.65,0.206,False
2024-01-01 00:39:46,238,2,10.95,49.9,0.0,54.9,37.22,17.65,4.56,0.0,False
2024-01-01 00:00:42,164,1,1.06,7.9,2.58,15.48,5.58,11.39,7.45,0.327,False
2024-01-01 00:27:08,249,1,2.6,17.0,4.4,26.4,17.63,8.85,6.54,0.259,False
2024-01-01 00:47:04,233,2,0.9,7.2,0.0,12.2,5.57,9.7,8.0,0.0,False
2024-01-01 00:59:21,237,1,1.22,12.8,3.56,21.36,13.57,5.4,10.49,0.278,False
2024-01-01 00:48:21,132,1,16.0,66.0,9.0,79.25,39.32,24.42,4.12,0.136,False
2024-01-01 00:19:45,239,1,4.6,30.3,5.0,40.3,32.38,8.52,6.59,0.165,False
2024-01-01 00:55:59,90,1,1.3,11.4,1.64,18.04,11.43,6.82,8.77,0.144,False
2024-01-01 00:11:42,166,1,2.78,14.9,3.0,22.9,9.73,17.14,5.36,0.201,False
2024-01-01 00:23:43,236,1,1.62,9.3,2.5,16.8,5.45,17.83,5.74,0.269,False
2024-01-01 00:33:33,239,1,2.79,17.0,4.4,26.4,15.13,11.06,6.09,0.259,False
2024-01-01 00:51:26,162,2,6.47,30.3,0.0,35.3,23.95,16.21,4.68,0.0,False
2024-01-01 00:46:06,249,1,1.4,14.2,7.0,26.2,15.4,5.45,10.14,0.493,False
2024-01-01 00:05:14,90,1,1.44,10.0,3.75,18.75,8.37,10.33,6.94,0.375,False
2024-01-01 00:14:36,224,2,0.69,6.5,0.0,11.5,4.73,8.75,9.42,0.0,False
2024-01-01 00:26:18,79,1,4.69,24.0,5.8,34.8,19.0,14.81,5.12,0.242,False
2024-01-01 00:49:09,141,1,3.15,26.8,5.0,36.8,31.32,6.04,8.51,0.187,False
2024-01-01 00:23:00,263,1,3.05,17.7,4.54,27.24,15.65,11.69,5.8,0.256,False
2024-01-01 00:45:11,151,2,0.5,5.1,0.0,7.6,2.67,11.25,10.2,0.0,False
2024-01-01 00:50:57,151,1,7.59,30.3,6.56,39.36,15.25,29.86,3.99,0.217,False
2024-01-01 00:20:07,234,1,1.34,11.4,4.1,20.5,10.22,7.87,8.51,0.36,False
2024-01-01 00:25:23,246,1,10.21,61.1,13.22,79.32,52.67,11.63,5.98,0.216,False
2024-01-01 00:32:35,144,1,3.2,20.5,2.0,27.5,19.67,9.76,6.41,0.098,False
2024-01-01 00:57:22,256,1,3.0,18.4,5.2,26.1,17.63,10.21,6.13,0.283,False
2024-01-01 00:37:36,249,2,3.6,21.9,0.0,26.9,19.37,11.15,6.08,0.0,False
2024-01-01 00:10:21,148,1,2.3,14.2,1.0,20.2,11.77,11.73,6.17,0.07,False
2024-01-01 00:25:31,229,1,0.7,5.1,2.0,12.1,2.25,18.67,7.29,0.392,False
2024-01-01 00:58:17,164,1,3.3,21.9,4.03,30.93,23.17,8.55,6.64,0.184,False
2024-01-01 00:13:56,238,1,0.94,7.2,2.44,14.64,4.68,12.04,7.66,0.339,False
2024-01-01 00:35:07,162,1,3.55,17.7,0.02,22.72,13.68,15.57,4.99,0.001,False
2024-01-01 00:02:55,249,1,0.72,7.9,2.58,15.48,7.27,5.94,10.97,0.327,False
2024-01-01 00:43:52,113,1,3.16,40.1,2.0,47.1,50.08,3.79,12.69,0.05,False
2024-01-01 00:27:25,142,1,1.47,10.0,0.0,15.0,7.98,11.05,6.8,0.0,False
2024-01-01 00:34:14,163,2,3.4,25.4,0.0,30.4,27.3,7.47,7.47,0.0,False
2024-01-01 00:31:24,142,1,4.39,28.9,6.78,40.68,31.05,8.48,6.58,0.235,False
2024-01-01 00:06:03,246,1,0.5,10.0,4.5,19.5,11.87,2.53,20.0,0.45,False
2024-01-01 00:20:21,246,1,0.6,6.5,10.0,21.5,5.35,6.73,10.83,1.538,False
2024-01-01 00:40:09,68,1,0.9,8.6,2.7,16.3,8.8,6.14,9.56,0.314,False
2024-01-01 00:49:59,114,1,3.6,33.8,9.7,48.5,43.98,4.91,9.39,0.287,False
2024-01-01 00:42:26,132,1,16.6,70.0,16.53,99.22,29.58,33.67,4.22,0.236,False
2024-01-01 00:37:22,107,2,1.45,11.4,0.0,16.4,10.77,8.08,7.86,0.0,False
2024-01-01 01:01:55,68,1,1.3,19.8,2.5,27.3,23.42,3.33,15.23,0.126,False
2024-01-01 00:21:46,163,1,0.1,9.3,3.6,17.9,9.82,0.61,93.0,0.387,False
2024-01-01 00:36:48,161,1,2.2,14.2,3.84,23.04,15.03,8.78,6.45,0.27,False
2024-01-01 00:58:29,141,2,3.2,14.2,0.0,19.2,9.52,20.18,4.44,0.0,False
2024-01-01 00:09:13,144,1,4.94,36.6,8.32,49.92,39.42,7.52,7.41,0.227,False
2024-01-01 00:53:35,142,2,1.61,14.2,0.0,19.2,15.38,6.28,8.82,0.0,False
2024-01-01 00:43:49,265,2,6.72,76.0,0.0,89.75,19.0,21.22,11.31,0.0,False
2024-01-01 00:42:10,162,2,0.9,12.1,0.0,17.1,12.67,4.26,13.44,0.0,False
2024-01-01 00:14:42,90,1,3.45,16.3,4.26,25.56,12.57,16.47,4.72,0.261,False
2024-01-01 00:30:14,261,1,6.55,26.1,6.22,37.32,12.6,31.19,3.98,0.238,False
2024-01-01 00:45:41,229,1,1.77,10.0,3.0,18.0,7.87,13.5,5.65,0.3,False
2024-01-01 00:54:09,263,1,1.98,11.4,3.28,19.68,8.67,13.71,5.76,0.288,False
2024-01-01 00:26:12,79,1,2.05,15.6,4.12,24.72,16.3,7.55,7.61,0.264,False
2024-01-01 00:51:10,233,1,2.66,24.7,5.94,35.64,29.08,5.49,9.29,0.24,False
2024-01-01 00:33:59,233,1,1.75,10.7,1.0,16.7,8.92,11.78,6.11,0.093,False
2024-01-01 00:49:12,229,1,2.33,15.6,4.12,24.72,15.75,8.88,6.7,0.264,False
2024-01-01 00:38:18,90,1,2.5,17.0,5.5,27.5,22.9,6.55,6.8,0.324,False
2024-01-01 00:11:36,138,1,9.0,35.9,9.03,54.18,16.22,33.3,3.99,0.252,False
2024-01-01 00:21:48,142,1,2.55,12.8,4.45,22.25,7.87,19.45,5.02,0.348,False
2024-01-01 00:33:12,166,1,8.53,41.5,9.3,55.8,36.88,13.88,4.87,0.224,False
2024-01-01 00:30:50,137,1,2.6,14.2,3.8,23.0,10.3,15.15,5.46,0.268,False
2024-01-01 00:46:12,148,1,4.4,27.5,2.0,34.5,28.73,9.19,6.25,0.073,False
2024-01-01 00:07:04,142,1,8.4,35.9,11.96,59.8,33.0,15.27,4.27,0.333,False
2024-01-01 00:30:52,48,2,3.74,28.2,0.0,33.2,33.6,6.68,7.54,0.0,False
2024-01-01 00:27:21,143,1,2.62,13.5,3.7,22.2,10.6,14.83,5.15,0.274,False
2024-01-01 00:52:30,142,1,1.59,12.1,3.42,20.52,11.02,8.66,7.61,0.283,False
2024-01-01 00:25:16,142,1,3.4,36.6,10.4,52.0,45.07,4.53,10.76,0.284,False
2024-01-01 00:04:42,79,1,1.12,8.6,2.72,16.32,7.0,9.6,7.68,0.316,False
2024-01-01 00:24:17,224,1,1.15,9.3,1.0,15.3,8.62,8.01,8.09,0.108,False
2024-01-01 00:35:04,164,1,2.78,17.0,3.0,25.0,16.93,9.85,6.12,0.176,False
2024-01-01 00:57:08,141,1,1.23,9.3,2.14,16.44,8.02,9.21,7.56,0.23,False
2024-01-01 00:01:40,79,1,1.25,10.7,1.0,16.7,10.12,7.41,8.56,0.093,False
2024-01-01 00:24:41,249,2,9.63,40.1,0.0,52.04,23.97,24.11,4.16,0.0,False
2024-01-01 00:52:46,14,2,1.05,7.9,0.0,10.4,5.92,10.65,7.52,0.0,False
2024-01-01 00:16:42,142,1,2.5,17.7,4.54,27.24,17.08,8.78,7.08,0.256,False
2024-01-01 00:43:26,162,1,3.0,29.6,6.9,41.5,35.18,5.12,9.87,0.233,False
2024-01-01 00:21:26,263,2,2.22,13.5,0.0,18.5,12.23,10.89,6.08,0.0,False
2024-01-01 00:23:33,161,1,0.7,17.7,4.55,27.25,23.72,1.77,25.29,0.257,False
2024-01-01 00:50:36,234,2,1.5,14.2,0.0,19.2,17.7,5.08,9.47,0.0,False
2024-01-01 00:20:09,114,2,1.7,10.0,0.0,15.0,8.73,11.68,5.88,0.0,False
2024-01-01 00:34:01,209,1,6.7,28.2,0.0,33.2,20.35,19.75,4.21,0.0,False
2024-01-01 00:29:40,164,1,0.27,11.4,0.0,16.4,12.9,1.26,42.22,0.0,False
2023-12-31 23:39:17,90,1,0.47,5.1,0.0,10.1,2.72,10.38,10.85,0.0,False
2024-01-01 00:35:29,90,1,4.32,37.3,8.46,50.76,45.82,5.66,8.63,0.227,False
2024-01-01 00:08:53,236,2,1.3,9.3,0.0,14.3,9.42,8.28,7.15,0.0,False
2024-01-01 00:18:34,140,1,6.1,27.5,6.5,39.0,20.02,18.28,4.51,0.236,False
2024-01-01 00:39:58,249,1,4.9,30.3,7.05,42.35,33.07,8.89,6.18,0.233,False
2024-01-01 00:05:19,68,1,1.63,19.8,5.2,30.0,22.63,4.32,12.15,0.263,False
2024-01-01 00:30:06,229,1,3.37,19.8,3.72,28.52,18.38,11.0,5.88,0.188,False
2024-01-01 00:15:49,114,1,10.93,44.3,10.0,66.24,25.4,25.82,4.05,0.226,False
2024-01-01 00:39:39,158,1,1.4,19.8,6.2,31.0,23.42,3.59,14.14,0.313,False
2024-01-01 00:46:05,48,1,3.42,20.5,6.38,31.88,19.2,10.69,5.99,0.311,False
2024-01-01 00:11:17,48,1,1.88,12.1,4.28,21.38,9.72,11.61,6.44,0.354,False
2024-01-01 00:30:43,142,1,2.74,12.8,5.34,23.14,7.77,21.17,4.67,0.417,False
2024-01-01 00:39:21,166,1,1.82,12.8,3.83,19.13,10.93,9.99,7.03,0.299,False
2024-01-01 00:06:52,141,1,1.65,13.5,4.62,23.12,12.23,8.09,8.18,0.342,False
2024-01-01 00:26:24,142,2,2.19,20.5,0.0,25.5,23.52,5.59,9.36,0.0,False
2024-01-01 00:29:25,239,1,1.34,10.0,3.0,18.0,7.23,11.12,7.46,0.3,False
2024-01-01 00:40:07,142,1,2.48,13.5,3.7,22.2,11.07,13.45,5.44,0.274,False
2024-01-01 00:54:36,151,1,3.09,19.1,7.23,31.33,17.73,10.45,6.18,0.379,False
2024-01-01 00:13:45,263,1,0.84,6.5,10.0,21.5,3.8,13.26,7.74,1.538,False
2024-01-01 00:27:52,141,1,1.92,12.8,3.56,21.36,11.37,10.13,6.67,0.278,False
2024-01-01 00:42:46,142,1,1.12,7.9,2.58,15.48,6.2,10.84,7.05,0.327,False
2024-01-01 00:50:56,48,1,2.78,29.6,6.92,41.52,35.58,4.69,10.65,0.234,False
2024-01-01 00:46:04,107,2,5.54,47.1,0.0,52.1,53.25,6.24,8.5,0.0,False
2024-01-01 00:36:19,236,1,0.91,6.5,2.3,13.8,4.28,12.75,7.14,0.354,False
2024-01-01 00:42:14,263,1,2.47,12.1,2.56,19.66,7.97,18.6,4.9,0.212,False
2024-01-01 00:52:40,229,1,1.1,8.6,2.0,15.6,7.2,9.17,7.82,0.233,False
2024-01-01 00:15:01,87,1,1.75,12.1,0.0,17.1,10.4,10.1,6.91,0.0,False
2024-01-01 00:26:53,144,1,1.85,13.5,3.7,22.2,12.95,8.57,7.3,0.274,False
2024-01-01 00:42:21,164,1,4.03,41.5,9.3,55.8,51.45,4.7,10.3,0.224,False
2024-01-01 00:10:37,43,1,1.33,12.8,3.56,21.36,12.4,6.44,9.62,0.278,False
2024-01-01 00:31:52,161,1,2.38,14.2,3.84,23.04,12.4,11.52,5.97,0.27,False
2024-01-01 00:50:26,236,2,0.97,9.3,0.0,14.3,7.5,7.76,9.59,0.0,False
2024-01-01 00:17:43,90,2,4.4,39.4,0.0,44.4,44.45,5.94,8.95,0.0,False
2024-01-01 00:31:09,249,1,0.8,9.3,2.86,17.16,8.22,5.84,11.62,0.308,False
2024-01-01 00:44:48,79,1,2.9,15.6,5.0,25.6,13.58,12.81,5.38,0.321,False
2024-01-01 00:08:27,246,1,2.97,22.6,4.14,31.74,22.27,8.0,7.61,0.183,False
2024-01-01 00:34:02,239,1,1.18,8.6,3.4,17.0,6.33,11.18,7.29,0.395,False
2024-01-01 00:43:04,48,1,2.91,19.1,4.82,28.92,19.2,9.09,6.56,0.252,False
2024-01-01 00:49:12,163,1,3.12,18.4,2.5,25.9,16.38,11.43,5.9,0.136,False
2024-01-01 00:17:42,90,1,2.95,31.7,5.0,41.7,37.85,4.68,10.75,0.158,False
2024-01-01 00:50:53,237,1,3.0,17.0,4.0,26.0,14.92,12.07,5.67,0.235,False
2024-01-01 00:06:47,4,1,2.77,18.4,0.0,23.4,19.25,8.63,6.64,0.0,False
2024-01-01 00:38:03,68,1,3.21,33.8,7.76,46.56,41.0,4.7,10.53,0.23,False
2024-01-01 00:31:13,142,1,1.98,18.4,4.68,28.08,20.77,5.72,9.29,0.254,False
2024-01-01 00:11:58,237,1,1.56,12.1,3.42,20.52,11.08,8.45,7.76,0.283,False
2024-01-01 00:32:11,43,1,2.39,21.9,5.0,31.9,23.45,6.12,9.16,0.228,False
2024-01-01 00:06:52,233,1,10.87,49.2,0.0,54.2,33.22,19.63,4.53,0.0,False
2024-01-01 00:57:26,163,2,4.13,20.5,0.0,25.5,16.38,15.13,4.96,0.0,False
2024-01-01 00:09:30,164,2,0.66,7.9,0.0,12.9,7.0,5.66,11.97,0.0,False
2024-01-01 00:30:33,229,1,2.23,12.8,3.56,21.36,11.75,11.39,5.74,0.278,False
2024-01-01 00:44:17,263,1,1.71,10.7,2.35,18.05,8.38,12.24,6.26,0.22,False
2024-01-01 00:21:22,239,1,1.33,10.7,3.14,18.84,8.82,9.05,8.05,0.293,False
2024-01-01 00:34:38,239,1,1.85,17.7,1.0,23.7,20.18,5.5,9.57,0.056,False
2024-01-01 00:16:17,114,1,1.5,10.7,3.1,18.8,9.5,9.47,7.13,0.29,False
2024-01-01 00:41:25,68,1,7.1,55.5,15.1,75.6,57.52,7.41,7.82,0.272,False
2024-01-01 00:29:19,236,1,0.93,7.2,2.44,14.64,4.45,12.54,7.74,0.339,False
2024-01-01 00:37:57,262,1,1.1,7.9,1.5,14.4,5.0,13.2,7.18,0.19,False
2024-01-01 00:46:25,229,1,3.36,24.7,0.1,29.8,26.85,7.51,7.35,0.004,False
2024-01-01 00:16:40,142,2,1.28,18.4,0.0,23.4,21.15,3.63,14.37,0.0,False
2024-01-01 00:38:32,48,1,3.27,26.1,5.0,36.1,30.33,6.47,7.98,0.192,False
2024-01-01 00:09:46,161,1,1.4,10.0,3.0,18.0,8.42,9.98,7.14,0.3,False
2024-01-01 00:21:35,237,2,0.7,5.8,0.0,10.8,3.97,10.59,8.29,0.0,False
2024-01-01 00:37:22,43,2,3.7,19.8,0.0,24.8,15.93,13.93,5.35,0.0,False
2024-01-01 00:14:40,239,2,5.6,30.3,0.0,35.3,29.12,11.54,5.41,0.0,False
2024-01-01 00:46:28,231,1,1.2,9.3,2.0,16.3,8.15,8.83,7.75,0.215,False
2024-01-01 00:57:46,87,2,5.4,28.9,0.0,33.9,25.15,12.88,5.35,0.0,False
2024-01-01 00:14:10,79,1,0.8,7.9,2.6,15.5,8.4,5.71,9.88,0.329,False
2024-01-01 00:37:34,164,1,3.0,19.1,4.8,28.9,21.13,8.52,6.37,0.251,False
2024-01-01 00:23:24,79,1,1.36,10.0,1.5,16.5,8.1,10.07,7.35,0.15,False
2024-01-01 00:33:51,234,1,4.09,33.8,7.76,46.56,38.8,6.32,8.26,0.23,False
2024-01-01 00:03:37,162,2,8.05,33.8,0.0,38.8,19.78,24.41,4.2,0.0,False
2024-01-01 00:31:22,237,1,1.1,7.9,1.0,13.9,5.38,12.26,7.18,0.127,False
2024-01-01 00:39:22,141,1,1.3,8.6,1.4,15.0,5.8,13.45,6.62,0.163,False
2024-01-01 00:48:38,229,2,2.2,13.5,0.0,18.5,10.52,12.55,6.14,0.0,False
2024-01-01 00:28:23,239,1,2.57,14.9,3.98,23.88,11.42,13.51,5.8,0.267,False
2024-01-01 00:40:56,151,1,3.04,18.4,3.0,26.4,16.2,11.26,6.05,0.163,False
2024-01-01 00:09:32,90,1,1.45,11.4,1.64,18.04,10.42,8.35,7.86,0.144,False
2024-01-01 00:26:21,137,1,3.4,15.6,2.06,22.66,11.7,17.44,4.59,0.132,False
2024-01-01 00:38:43,263,1,2.6,14.9,3.95,23.85,13.17,11.85,5.73,0.265,False
2024-01-01 00:08:45,88,1,4.97,22.6,5.52,33.12,12.35,24.15,4.55,0.244,False
2024-01-01 00:33:41,114,1,1.26,9.3,1.0,15.3,7.75,9.75,7.38,0.108,False
2024-01-01 00:46:43,249,1,5.25,35.2,8.04,48.24,39.08,8.06,6.7,0.228,False
2024-01-01 00:28:06,237,2,2.13,21.2,0.0,26.2,24.42,5.23,9.95,0.0,False
2024-01-01 00:59:02,170,2,0.71,10.7,0.0,15.7,10.95,3.89,15.07,0.0,False
2024-01-01 00:21:45,142,1,0.82,6.5,2.88,14.38,4.42,11.14,7.93,0.443,False
2024-01-01 00:51:07,237,1,0.89,6.5,2.88,14.38,3.18,16.77,7.3,0.443,False
2024-01-01 00:56:19,236,1,1.25,7.2,2.44,14.64,3.1,24.19,5.76,0.339,False
2024-01-01 00:16:32,141,1,0.51,5.8,2.16,12.96,3.65,8.38,11.37,0.372,False
2024-01-01 00:28:43,229,1,1.96,10.7,3.92,19.62,7.02,16.76,5.46,0.366,False
2024-01-01 00:39:58,263,1,2.06,12.8,3.56,21.36,11.03,11.2,6.21,0.278,False
2024-01-01 00:53:01,161,1,1.01,8.6,2.72,16.32,7.28,8.32,8.51,0.316,False
2024-01-01 00:31:03,141,1,1.55,8.6,3.4,17.0,5.73,16.22,5.55,0.395,False
2024-01-01 00:46:16,239,2,0.02,70.0,0.0,74.0,0.25,4.8,3500.0,0.0,False
2024-01-01 00:46:53,239,1,2.39,16.3,5.33,26.63,14.52,9.88,6.82,0.327,False
2024-01-01 00:08:16,142,1,8.15,45.0,10.0,60.0,43.52,11.24,5.52,0.222,False
2024-01-01 00:51:53,132,1,17.77,70.0,16.04,96.23,28.23,37.76,3.94,0.229,False
2024-01-01 00:05:56,107,1,1.6,8.6,2.7,16.3,7.12,13.49,5.37,0.314,False
2024-01-01 00:09:14,239,1,2.18,15.6,5.15,25.75,14.92,8.77,7.16,0.33,False
2024-01-01 00:25:50,48,1,3.05,14.2,4.8,24.0,8.98,20.37,4.66,0.338,False
2024-01-01 00:37:39,151,1,2.24,13.5,2.0,20.5,10.92,12.31,6.03,0.148,False
2024-01-01 00:51:34,142,1,2.99,23.3,5.66,33.96,23.98,7.48,7.79,0.243,False
2024-01-01 00:33:09,107,2,1.5,14.2,0.0,19.2,14.25,6.32,9.47,0.0,False
2024-01-01 00:50:17,107,1,3.46,20.5,5.1,30.6,19.33,10.74,5.92,0.249,False
2024-01-01 00:28:19,148,1,2.51,14.9,0.0,19.9,13.87,10.86,5.94,0.0,False
2024-01-01 00:43:04,233,1,0.24,5.1,2.02,12.12,3.23,4.45,21.25,0.396,False
2024-01-01 00:53:09,79,1,1.15,7.9,0.0,12.9,6.23,11.07,6.87,0.0,False
2024-01-01 00:49:26,113,1,1.22,8.6,2.72,16.32,6.37,11.5,7.05,0.316,False
2024-01-01 00:08:27,231,1,3.2,18.4,7.0,30.4,21.08,9.11,5.75,0.38,False
2024-01-01 00:54:02,234,2,4.1,23.3,0.0,28.3,28.92,8.51,5.68,0.0,False
2024-01-01 00:08:14,141,1,1.22,7.9,3.23,16.13,5.67,12.92,6.48,0.409,False
2024-01-01 00:54:07,161,2,2.37,17.0,0.0,22.0,17.85,7.97,7.17,0.0,False
2024-01-01 00:16:38,238,1,7.58,38.0,8.6,51.6,32.78,13.87,5.01,0.226,False
2024-01-01 00:58:16,79,1,2.86,17.7,4.54,27.24,17.18,9.99,6.19,0.256,False
2024-01-01 00:18:12,138,1,7.73,33.1,8.12,50.47,16.73,27.72,4.28,0.245,False
2024-01-01 00:41:02,162,1,2.3,19.1,3.62,27.72,18.9,7.3,8.3,0.19,False
2024-01-01 00:24:39,234,1,2.42,14.2,3.84,23.04,12.2,11.9,5.87,0.27,False
2024-01-01 00:43:26,261,1,1.14,9.3,2.86,17.16,7.75,8.83,8.16,0.308,False
2024-01-01 00:54:11,125,1,2.33,14.9,0.0,19.9,13.58,10.29,6.39,0.0,False
2024-01-01 00:29:38,163,2,5.3,41.5,0.0,46.5,47.93,6.63,7.83,0.0,False
2024-01-01 00:46:40,79,1,1.91,21.9,5.38,32.28,25.53,4.49,11.47,0.246,False
2024-01-01 00:17:30,79,1,2.96,37.3,5.0,47.3,45.22,3.93,12.6,0.134,False
2024-01-01 00:24:05,137,1,2.3,26.1,4.0,35.1,32.73,4.22,11.35,0.153,False
2024-01-01 00:25:16,170,1,1.3,10.7,2.36,18.06,10.32,7.56,8.23,0.221,False
2024-01-01 00:36:36,229,1,1.1,9.3,2.85,17.15,8.45,7.81,8.45,0.306,False
2024-01-01 00:51:43,237,1,12.7,54.1,0.0,66.04,34.5,22.09,4.26,0.0,False
2024-01-01 00:34:45,164,1,1.65,14.2,4.8,24.0,15.23,6.5,8.61,0.338,False
2024-01-01 00:54:15,211,1,4.11,31.7,7.34,44.04,37.05,6.66,7.71,0.232,False
2024-01-01 00:39:14,148,1,3.7,19.8,6.2,31.0,22.07,10.06,5.35,0.313,False
2024-01-01 00:09:26,142,1,2.79,14.2,3.84,23.04,10.08,16.6,5.09,0.27,False
2024-01-01 00:23:16,166,2,0.9,6.5,0.0,9.0,3.35,16.12,7.22,0.0,False
2024-01-01 00:29:11,238,1,0.92,6.5,1.5,10.5,3.37,16.4,7.07,0.231,False
2024-01-01 00:34:44,75,1,1.76,10.0,4.5,19.5,6.18,17.08,5.68,0.45,False
2024-01-01 00:47:22,236,2,1.1,6.5,0.0,11.5,2.62,25.22,5.91,0.0,False
2024-01-01 00:51:09,164,1,1.65,27.5,6.5,39.0,34.0,2.91,16.67,0.236,False
2024-01-01 00:55:19,170,2,1.3,10.0,0.0,15.0,9.28,8.4,7.69,0.0,False
2024-01-01 00:13:32,132,4,10.4,41.5,0.0,45.75,31.13,20.04,3.99,0.0,False
2024-01-01 00:29:05,140,1,3.16,19.8,6.2,31.0,20.22,9.38,6.27,0.313,False
2024-01-01 00:04:00,63,2,0.01,-31.5,0.0,-34.25,0.73,0.82,-3150.0,0.0,True
2024-01-01 00:04:00,63,2,0.01,31.5,0.0,34.25,0.73,0.82,3150.0,0.0,False
2024-01-01 00:39:14,132,1,14.96,61.1,10.0,75.35,32.35,27.75,4.08,0.164,False
2024-01-01 00:06:04,148,1,5.35,26.8,0.0,31.8,23.67,13.56,5.01,0.0,False
2024-01-01 00:34:55,263,1,3.58,19.1,4.82,28.92,16.05,13.38,5.34,0.252,False
2024-01-01 00:53:42,143,1,1.3,8.6,0.0,13.6,5.57,14.01,6.62,0.0,False
2024-01-01 00:19:07,113,1,0.71,7.9,3.23,16.13,6.9,6.17,11.13,0.409,False
2024-01-01 00:31:35,234,2,0.78,7.2,0.0,12.2,5.83,8.02,9.23,0.0,False
2024-01-01 00:42:05,249,2,1.52,12.1,0.0,17.1,10.75,8.48,7.96,0.0,False
2024-01-01 00:53:41,68,1,1.04,21.2,2.0,28.2,25.83,2.42,20.38,0.094,False
2024-01-01 00:32:09,246,1,2.37,19.8,2.0,26.8,21.85,6.51,8.35,0.101,False
2024-01-01 00:13:53,142,2,1.85,10.7,0.0,15.7,7.08,15.67,5.78,0.0,False
2024-01-01 00:25:39,238,2,3.14,19.1,0.0,24.1,16.7,11.28,6.08,0.0,False
2024-01-01 00:43:35,229,2,0.62,6.5,0.0,11.5,5.45,6.83,10.48,0.0,False
2024-01-01 00:19:55,233,1,1.56,9.3,2.86,17.16,6.6,14.18,5.96,0.308,False
2024-01-01 00:28:36,141,2,1.72,12.1,0.0,17.1,10.57,9.77,7.03,0.0,False
2024-01-01 00:11:28,141,1,4.78,21.2,4.72,30.92,11.38,25.19,4.44,0.223,False
2024-01-01 00:24:13,4,1,4.08,20.5,5.1,30.6,15.22,16.09,5.02,0.249,False
2024-01-01 00:46:19,263,1,2.34,13.5,2.0,20.5,11.15,12.59,5.77,0.148,False
2024-01-01 00:28:09,239,1,2.37,14.9,2.98,22.88,12.0,11.85,6.29,0.2,False
2024-01-01 00:04:22,263,1,0.85,5.8,2.16,12.96,3.18,16.02,6.82,0.372,False
2024-01-01 00:21:03,229,1,3.49,18.4,4.68,28.08,14.77,14.18,5.27,0.254,False
2024-01-01 00:36:48,238,2,1.35,10.0,0.0,15.0,7.38,10.97,7.41,0.0,False
2024-01-01 00:21:17,162,1,1.04,9.3,2.86,17.16,8.27,7.55,8.94,0.308,False
2024-01-01 00:33:06,229,1,1.1,6.5,2.3,13.8,3.58,18.42,5.91,0.354,False
2024-01-01 00:38:22,141,1,1.92,12.1,3.42,20.52,9.37,12.3,6.3,0.283,False
2024-01-01 00:50:10,142,1,0.86,6.5,1.0,12.5,4.45,11.6,7.56,0.154,False
2024-01-01 00:58:37,142,1,0.89,7.2,2.44,14.64,5.3,10.08,8.09,0.339,False
2024-01-01 00:09:34,234,1,1.77,12.1,5.0,22.1,12.08,8.79,6.84,0.413,False
2024-01-01 00:30:05,125,1,1.18,8.6,2.72,16.32,7.4,9.57,7.29,0.316,False
2024-01-01 00:41:42,249,4,0.47,-5.8,0.0,-10.8,4.3,6.56,-12.34,0.0,True
2024-01-01 00:41:42,249,4,0.47,5.8,0.0,10.8,4.3,6.56,12.34,0.0,False
2024-01-01 00:51:47,113,1,2.17,17.0,4.4,26.4,17.73,7.34,7.83,0.259,False
2024-01-01 00:12:08,70,1,7.04,31.0,7.7,47.95,17.53,24.09,4.4,0.248,False
2024-01-01 00:14:55,142,1,1.67,22.6,5.52,33.12,27.13,3.69,13.53,0.244,False
2024-01-01 00:47:28,246,1,1.46,12.8,3.56,21.36,12.1,7.24,8.77,0.278,False
2024-01-01 00:13:32,148,2,1.5,11.4,0.0,16.4,9.87,9.12,7.6,0.0,False
2024-01-01 00:25:04,158,1,5.18,38.7,8.74,52.44,38.23,8.13,7.47,0.226,False
2024-01-01 00:15:10,43,1,1.64,10.0,3.0,18.0,7.68,12.81,6.1,0.3,False
2024-01-01 00:31:04,237,1,2.69,21.9,3.23,30.13,23.63,6.83,8.14,0.147,False
2024-01-01 00:15:39,43,1,1.01,7.9,2.58,15.48,6.13,9.88,7.82,0.327,False
2024-01-01 00:27:48,142,1,2.28,17.0,2.0,24.0,16.0,8.55,7.46,0.118,False
2024-01-01 00:45:37,239,1,1.27,8.6,3.4,17.0,5.62,13.57,6.77,0.395,False
